carat,cut,color,clarity,depth,table,x,y,z,price
1.07,Very Good,I,SI1,58.4,60,6.68,6.78,3.93,4001
2.17,Ideal,I,SI1,60.7,57,8.38,8.42,5.1,17747
1.21,Good,E,SI1,63.6,58,6.65,6.77,4.27,6861
1.51,Very Good,E,SI2,61.8,57,7.34,7.32,4.53,9731
1.01,Premium,F,VS1,62.6,58,6.37,6.48,4.02,6066
2.01,Very Good,D,SI2,61.8,59,8.07,8.15,5.01,17079
1.5,Very Good,J,VS2,62.4,60,7.21,7.32,4.53,7402
1.21,Ideal,J,VS2,62.5,57,6.79,6.74,4.23,5707
1.13,Very Good,H,SI2,62,58,6.67,6.71,4.15,5179
1.2,Ideal,D,VVS2,62.7,56,6.78,6.81,4.26,13165
1.01,Premium,D,VS2,62.2,61,6.43,6.37,3.98,7032
1.2,Ideal,G,VS1,62,57,6.81,6.78,4.21,8701
0.91,Premium,E,VS2,62.8,59,6.17,6.15,3.87,4739
2.01,Premium,D,SI2,62.7,58,8.06,7.99,5.03,16776
2.01,Good,F,SI2,64.1,57,7.78,7.82,5,16085
1.01,Premium,G,VS2,60.2,59,6.48,6.55,3.92,5759
0.71,Ideal,I,SI1,61.3,56,5.72,5.75,3.52,2660
1.08,Very Good,F,SI2,62.6,56,6.55,6.61,4.12,4407
1.53,Very Good,H,SI1,61,61,7.4,7.45,4.53,10468
0.81,Ideal,I,VS2,61.8,56,6.02,5.99,3.71,2939
1.59,Premium,H,SI2,62.6,59,7.42,7.4,4.64,9385
0.9,Very Good,G,SI2,59.9,60,6.19,6.23,3.72,3581
1.01,Ideal,G,IF,60.8,59,6.47,6.5,3.94,8869
2.51,Premium,J,SI2,59.3,58,8.87,8.83,5.25,16427
0.75,Premium,E,SI2,63,58,5.78,5.71,3.62,2372
1.46,Very Good,I,SI1,62.8,57,7.13,7.21,4.5,7387
0.73,Ideal,E,SI2,61.2,54,5.88,5.86,3.59,2581
1.2,Ideal,G,VVS2,60.9,56,6.86,6.91,4.19,11530
0.9,Premium,J,SI1,60.4,59,6.27,6.24,3.78,3141
1.71,Very Good,I,VS2,63.4,59,7.53,7.45,4.75,11389
0.7,Ideal,G,SI1,61.1,55,5.72,5.76,3.51,2335
1.51,Premium,F,VS2,62,60,7.35,7.23,4.52,14294
1.02,Ideal,H,VS1,61.4,57,6.47,6.44,3.97,6317
1.11,Premium,I,VS2,60.4,58,6.79,6.73,4.08,4942
0.7,Premium,E,SI1,61.3,58,5.68,5.71,3.49,2753
0.91,Good,H,SI1,63.9,60,6.13,6.08,3.9,3425
2.01,Ideal,F,SI2,62.3,58,8.03,8.01,5,15955
1,Good,G,VVS1,63.8,60,6.35,6.31,4.04,7134
1.51,Premium,F,VS2,59.1,60,7.52,7.45,4.42,15253
1.25,Premium,I,SI1,59.7,59,7.03,6.97,4.18,5390
0.93,Ideal,D,SI2,62.5,55,6.2,6.24,3.89,3990
0.55,Ideal,G,IF,60,57,5.33,5.39,3.22,2440
1.06,Very Good,F,SI1,59.5,63,6.62,6.59,3.93,4488
0.75,Ideal,E,SI1,62,57,5.8,5.78,3.59,2821
0.73,Ideal,F,VS2,62.7,58,5.72,5.77,3.6,2939
1.01,Good,D,SI1,58.4,62,6.48,6.5,3.79,5700
1.02,Very Good,H,SI1,62.2,58,6.42,6.48,4.01,4932
1.22,Premium,H,SI1,61.8,57,6.86,6.82,4.23,6776
1.17,Fair,H,SI2,60,66,6.86,6.78,4.09,4717
0.77,Ideal,D,VS2,61.3,56,5.87,5.9,3.61,3442
0.56,Ideal,H,VVS2,61.8,56,5.28,5.33,3.28,2118
1.2,Ideal,F,VS2,61.2,53,6.88,6.85,4.2,8588
1.2,Premium,I,SI2,60,58,6.93,6.91,4.15,5080
1.18,Premium,H,SI1,61.8,58,6.79,6.74,4.18,5801
0.87,Ideal,G,VS2,61.4,55,6.15,6.17,3.78,4553
1.01,Very Good,J,SI2,62.2,58,6.37,6.4,3.97,3905
0.74,Ideal,G,VS1,60.9,55,5.84,5.91,3.58,3635
0.72,Premium,D,SI2,60.5,60,5.82,5.72,3.49,2429
1.03,Premium,H,SI1,61.8,58,6.47,6.41,3.98,3945
1.06,Premium,F,SI1,62.4,58,6.51,6.56,4.07,4774
1,Good,G,SI1,63.3,60,6.24,6.33,3.98,4543
1.25,Premium,J,SI1,62,61,6.86,6.84,4.25,4200
0.9,Very Good,E,SI1,62.6,58,6.11,6.15,3.84,4315
1.3,Good,J,VS2,63.6,59,6.87,6.9,4.38,5175
0.7,Premium,F,SI2,59.8,56,5.78,5.73,3.44,2184
2.64,Ideal,H,SI2,62.3,55,8.88,8.83,5.52,17407
1.02,Very Good,E,SI1,62.6,58,6.4,6.45,4.02,5814
1.03,Ideal,E,VS1,61.9,57,6.46,6.44,4,8629
1.86,Good,G,SI2,63.8,55,7.79,7.73,4.95,9791
1.25,Ideal,I,VS2,60,57,7.07,7.02,4.23,4795
0.9,Fair,F,VS2,65.7,57,6.03,5.99,3.95,3750
0.81,Ideal,F,SI2,58.8,57,6.14,6.11,3.6,2761
1.1,Ideal,G,SI1,61.9,55,6.62,6.66,4.11,5545
1.23,Premium,J,VS1,60.1,60,6.9,6.95,4.16,5209
1,Ideal,D,SI1,60.2,57,6.48,6.54,3.92,4774
1.01,Very Good,G,VS2,61.6,56,6.4,6.46,3.96,5839
1.51,Very Good,J,SI1,63.1,55,7.25,7.32,4.6,8049
0.7,Very Good,E,VS1,62.4,56,5.64,5.7,3.54,2854
0.74,Very Good,I,VVS1,62.6,57,5.76,5.78,3.61,2666
1,Premium,E,SI2,61.2,60,6.42,6.45,3.94,4620
0.72,Ideal,F,SI2,61.9,54.1,5.73,5.83,3.57,2651
0.7,Ideal,F,SI1,60.7,57,5.73,5.75,3.49,2833
0.91,Ideal,E,SI1,61.9,55,6.21,6.23,3.85,5458
1.06,Ideal,G,VS1,61.7,57,6.52,6.57,4.04,8093
0.6,Ideal,G,VVS1,61.5,56,5.44,5.47,3.35,2509
1.52,Good,G,SI2,63.1,58,7.21,7.3,4.58,7933
1.02,Very Good,F,VS2,62.8,57,6.36,6.41,4.01,6911
1.51,Fair,I,SI1,68.3,57,6.95,6.87,4.72,8355
1.28,Premium,H,SI1,62.1,62,6.88,6.83,4.26,6210
0.9,Very Good,D,SI1,62.1,60,6.14,6.2,3.83,3880
1.54,Very Good,I,VS1,61.1,63,7.43,7.36,4.52,10349
0.68,Premium,G,VS2,61.7,57,5.67,5.65,3.49,2040
0.7,Very Good,F,VS2,62.2,56,5.67,5.75,3.55,2325
1.12,Premium,I,VS1,59.6,58,6.82,6.77,4.05,4987
1.13,Very Good,H,SI1,63.3,56,6.65,6.62,4.2,4689
0.7,Very Good,E,SI2,62,59,5.61,5.68,3.5,2263
0.51,Ideal,E,VVS1,61.1,54.7,5.16,5.2,3.17,2691
0.7,Ideal,D,SI1,60.7,56,5.72,5.75,3.48,2872
1.29,Ideal,G,VVS2,62.4,57,6.94,6.97,4.34,10614
1.03,Ideal,F,VS2,60.2,54,6.64,6.61,3.99,7550
0.85,Ideal,G,SI1,61.6,55,6.09,6.11,3.76,3023
0.7,Very Good,F,SI1,62.7,57,5.63,5.67,3.54,2196
1.03,Good,D,SI2,63.8,54,6.36,6.3,4.04,3607
1.5,Very Good,I,VVS2,64,54,7.19,7.27,4.63,9618
1.16,Premium,H,SI2,61.8,58,6.81,6.75,4.19,4872
1.07,Ideal,G,VS1,61.8,55,6.55,6.59,4.06,7069
1.13,Ideal,G,SI1,61.8,55,6.71,6.75,4.16,5759
0.7,Ideal,F,VS2,62.7,55,5.66,5.69,3.56,3011
1.01,Good,H,SI1,63.3,58,6.37,6.4,4.04,4559
1.01,Ideal,F,VS2,61,56,6.44,6.4,3.94,5662
1.6,Premium,H,SI2,62.4,60,7.48,7.43,4.65,9229
1.01,Good,E,VS2,58.9,62,6.55,6.63,3.88,6517
1.08,Premium,G,VS2,59.4,59,6.75,6.68,3.99,6532
1.06,Fair,J,SI2,61,66,6.54,6.35,3.93,2992
2.01,Good,I,VS2,59.9,65,8.14,8.19,4.89,15587
1.74,Very Good,I,SI1,58.7,60,7.84,7.9,4.62,10823
0.56,Ideal,D,VS1,62.6,59,5.24,5.31,3.3,2170
1.22,Ideal,J,SI1,60.6,56,6.96,6.95,4.22,5586
1.01,Premium,G,VVS2,60.9,59,6.54,6.59,4,6843
0.7,Very Good,H,VS2,63,55.4,5.67,5.7,3.58,2513
1,Fair,E,SI2,69,56,6.01,5.94,4.12,3763
0.71,Ideal,F,SI2,61.2,55,5.77,5.79,3.54,2365
0.95,Ideal,E,VS1,61.5,57,6.3,6.28,3.87,5879
1.06,Ideal,I,VS1,61.2,57,6.59,6.56,4.03,5651
1.07,Premium,G,VS2,62.9,59,6.52,6.49,4.09,6644
2.03,Premium,G,VS2,59.6,60,8.27,8.21,4.91,18680
1.53,Premium,H,SI1,62,60,7.31,7.27,4.55,7608
0.7,Very Good,G,VS2,63.3,56,5.59,5.66,3.56,2464
0.7,Premium,G,VS2,60.8,58,5.75,5.8,3.51,2317
0.66,Very Good,E,VS2,63.3,56.3,5.47,5.55,3.48,2443
1.04,Very Good,G,VS2,61.4,63,6.55,6.51,4.01,5451
0.7,Premium,G,SI2,62,60,5.7,5.62,3.51,2087
1,Very Good,F,VS1,58.1,62,6.57,6.62,3.83,6098
1.01,Very Good,F,VVS2,61.9,56,6.42,6.48,3.99,8525
2.01,Premium,I,VS2,61,61,8.15,7.99,4.92,16778
1.17,Very Good,D,VS1,60.5,57,6.79,6.86,4.13,10681
1.01,Premium,E,VS2,59.5,60,6.3,6.24,3.73,5882
0.7,Premium,G,VS2,58.1,55,5.83,5.8,3.38,2657
0.65,Very Good,F,VS1,59.3,56,5.64,5.76,3.37,2406
1.06,Premium,F,VVS2,61.8,58,6.54,6.5,4.03,9082
1.04,Ideal,F,SI1,61.3,56,6.51,6.55,4,5495
0.74,Ideal,G,SI1,60.6,55,5.87,5.93,3.57,3130
1.03,Very Good,E,SI2,60.7,63,6.48,6.44,3.92,4326
0.83,Ideal,J,VS2,62.1,56,5.98,6.03,3.73,2570
1.21,Very Good,D,VVS2,62.4,56,6.76,6.83,4.24,13630
1.01,Very Good,G,SI2,62.9,56,6.36,6.39,4.01,4176
1.02,Good,D,SI2,58.9,65,6.59,6.54,3.87,3842
1.4,Premium,H,SI1,60.5,60,7.22,7.16,4.35,8624
1.11,Ideal,G,VS2,61.6,56,6.62,6.65,4.09,8400
2.3,Ideal,I,SI2,61.8,57,8.45,8.48,5.23,16181
1.41,Ideal,F,VVS1,61.1,57,7.2,7.28,4.42,16545
0.74,Ideal,H,VVS1,62.5,55,5.76,5.79,3.61,3287
0.72,Very Good,E,SI2,59.4,63,5.87,5.82,3.47,2125
1,Very Good,F,SI1,63.5,56,6.28,6.35,4.01,5122
0.51,Ideal,F,VVS2,61.2,56,5.19,5.17,3.17,2203
2.01,Very Good,F,SI2,62.3,63,8.07,7.96,4.99,17514
1.01,Very Good,J,VS2,59.3,59,6.5,6.58,3.88,4120
1.12,Ideal,F,VS2,61.2,56,6.67,6.73,4.11,8063
0.53,Premium,E,VS2,59.6,58,5.36,5.32,3.18,2061
0.7,Ideal,E,VS2,62.1,55,5.7,5.67,3.53,2777
0.78,Very Good,H,SI2,63.5,56,5.82,5.86,3.71,2265
1.02,Ideal,E,VVS1,62.2,58,6.42,6.44,4,12035
1.01,Very Good,I,SI2,61.4,59,6.42,6.45,3.95,3833
1.44,Premium,G,VS2,59.5,61,7.38,7.3,4.37,11032
0.73,Premium,D,SI1,62.5,59,5.75,5.68,3.57,2579
1.52,Good,F,SI1,63.6,54,7.33,7.22,4.63,10664
0.9,Ideal,F,I1,61.8,57,6.2,6.13,3.81,2634
2.32,Premium,I,SI2,62.1,58,8.47,8.43,5.25,10913
1.01,Good,F,SI2,63.8,57,6.36,6.31,4.04,3597
1.01,Premium,H,SI1,60,58,6.6,6.54,3.94,4965
1.06,Ideal,G,SI2,61,57,6.56,6.61,4.02,4578
1.01,Premium,H,SI1,61.2,59,6.45,6.4,3.93,4191
0.72,Very Good,G,VVS2,60.4,58,5.77,5.82,3.5,3043
0.51,Ideal,F,VS1,60.9,56,5.17,5.2,3.16,2085
1.05,Premium,H,SI2,62.8,56,6.54,6.47,4.08,3352
1.02,Very Good,H,VS2,60,63,6.54,6.49,3.91,4604
1.31,Premium,I,VS1,58.5,60,7.18,7.15,4.19,6737
1.01,Ideal,F,SI2,60.5,57,6.49,6.53,3.94,4416
1.26,Ideal,E,SI1,61.5,59,6.92,6.96,4.27,8574
0.56,Ideal,E,VS1,61.8,55,5.28,5.33,3.28,2010
1.05,Ideal,I,VS2,60.2,57,6.6,6.65,3.99,5347
1.03,Premium,H,VS2,61.8,58,6.48,6.43,3.99,5722
1.28,Good,H,SI2,63.8,55,6.84,6.79,4.35,4516
1.52,Premium,E,VS2,61.8,59,7.38,7.31,4.54,14577
1.72,Good,G,SI2,62.8,59.3,7.55,7.62,4.76,10084
0.77,Very Good,I,VS2,62.4,63,5.8,5.84,3.63,2054
0.96,Ideal,G,SI2,61.7,57,6.35,6.3,3.9,3858
1.5,Ideal,I,VS1,62.8,57,7.24,7.28,4.56,9533
0.57,Ideal,E,VVS2,61,57,5.37,5.36,3.27,2507
1.3,Ideal,F,VVS2,62.1,55,7.04,6.96,4.35,12745
2.18,Good,H,SI2,60.4,64,8.47,8.38,5.09,16842
1.51,Ideal,H,VS2,62.2,57,7.29,7.33,4.55,11435
1,Good,E,SI2,63.3,56,6.3,6.36,4.01,3880
1.04,Premium,H,VS2,61.2,59,6.57,6.51,4,5561
0.9,Good,E,SI2,62.1,63,6.09,6.12,3.79,3724
0.57,Ideal,F,VVS1,62.5,56,5.27,5.32,3.31,2682
1.16,Very Good,D,SI1,61.8,58,6.72,6.78,4.17,5695
1.02,Ideal,E,SI1,62.3,54,6.45,6.49,4.03,5509
0.72,Ideal,H,VS2,61.7,56,5.74,5.77,3.56,3122
1.13,Very Good,E,SI2,59.4,62,6.78,6.83,4.04,3967
1.36,Very Good,G,VVS2,60.8,60,7.12,7.16,4.34,11774
1.21,Ideal,F,VS2,62.6,55,6.81,6.74,4.24,6261
1.09,Ideal,J,SI1,62.7,57,6.53,6.59,4.11,4465
1.5,Very Good,E,SI1,62,57,7.25,7.33,4.52,11690
1,Ideal,H,VVS1,61.5,59,6.37,6.41,3.93,6535
1.23,Very Good,J,VS2,62.8,59,6.75,6.82,4.26,4960
1.22,Premium,G,SI1,62.3,58,6.83,6.76,4.23,6288
0.7,Ideal,F,SI1,62.6,56,5.69,5.66,3.55,2200
0.8,Premium,F,SI2,61.7,58,5.98,5.94,3.68,2762
1.36,Premium,I,SI2,62.7,58,7.01,7.08,4.42,5856
0.71,Ideal,J,VVS2,60.3,61,5.76,5.79,3.48,2226
1.05,Premium,J,VS1,62.7,61,6.58,6.49,4.09,3822
1.06,Good,G,VS2,63.1,59,6.45,6.48,4.08,6212
0.77,Ideal,D,SI1,60.8,57,5.94,5.9,3.6,3251
1.01,Very Good,D,SI2,62.7,58,6.31,6.39,3.98,4606
1.09,Premium,I,SI1,61.9,58,6.65,6.58,4.1,3968
0.95,Premium,G,SI2,59.7,61,6.35,6.27,3.77,3830
0.75,Fair,F,SI1,64.5,60,5.65,5.54,3.61,2363
1.05,Ideal,F,VS1,60.4,56,6.61,6.63,4,7373
1.51,Ideal,G,SI2,61.2,56.1,7.39,7.41,4.53,9104
0.71,Premium,H,VS2,62.2,59,5.68,5.64,3.52,2352
1.03,Ideal,H,VVS2,62.2,55,6.43,6.49,4.03,6638
1.01,Very Good,I,VS2,62.9,56,6.38,6.43,4.03,5067
1.25,Very Good,H,VS2,62.9,60,6.77,6.83,4.28,7227
0.61,Ideal,F,VS1,61.9,57,5.42,5.46,3.37,2246
0.92,Premium,F,I1,60.7,58,6.29,6.26,3.81,2607
1.21,Ideal,J,VS2,62.2,57,6.78,6.82,4.23,4879
0.55,Ideal,G,VVS2,61.9,56,5.23,5.27,3.25,2022
1.51,Good,H,VS2,63.6,61,7.08,7.03,4.49,8904
1.82,Ideal,F,SI1,61.8,58,7.8,7.84,4.83,15802
1.05,Premium,H,SI1,59.3,58,6.65,6.61,3.93,5161
1.47,Premium,G,VS2,62.8,57,7.27,7.22,4.55,11113
1.1,Premium,F,SI2,62,59,6.62,6.6,4.1,4928
0.71,Premium,E,SI1,61.8,56,5.77,5.72,3.55,2516
0.9,Ideal,H,SI2,62.1,55,6.17,6.2,3.84,4001
1.09,Premium,H,SI1,61.6,57,6.63,6.59,4.07,5219
0.7,Ideal,F,SI1,61.3,57,5.76,5.79,3.54,2196
0.91,Ideal,G,SI2,62.2,57,6.18,6.24,3.86,3425
1,Premium,D,SI2,62.4,58,6.33,6.36,3.96,4730
0.9,Good,F,SI2,63.9,55,6.15,6.12,3.92,3453
1.88,Good,J,SI2,57.9,59,8.16,8.11,4.71,8048
1.34,Premium,H,SI1,62.4,57,7.07,6.96,4.38,6814
1.22,Premium,E,SI2,62.5,55,6.9,6.82,4.29,6121
0.72,Very Good,G,SI2,60.6,57,5.79,5.86,3.53,2114
1.06,Very Good,F,SI1,63.4,58,6.51,6.42,4.1,5520
0.92,Premium,D,SI1,62.3,58,6.21,6.27,3.89,4350
0.52,Ideal,F,IF,60.6,57,5.22,5.21,3.16,2598
0.62,Ideal,H,IF,60.5,58,5.48,5.52,3.33,2501
1.01,Very Good,E,VS2,60.4,58,6.47,6.51,3.92,6666
0.75,Very Good,E,VS2,63,57,5.81,5.78,3.65,3718
1.24,Very Good,I,VS1,61.4,63,6.89,6.88,4.23,5444
1.3,Ideal,H,VS1,61.3,59,6.97,7.03,4.29,8915
0.81,Premium,I,VVS2,61.9,60,5.91,5.86,3.64,2795
0.51,Ideal,E,VVS1,62.4,55,5.08,5.12,3.18,2317
1,Premium,J,SI1,60.8,58,6.44,6.39,3.9,3780
1.24,Very Good,H,SI1,62.4,58,6.93,6.82,4.29,6625
0.5,Ideal,E,VVS2,61.5,57,5.09,5.12,3.14,2236
1.75,Premium,I,VS1,60.6,60,7.84,7.8,4.74,12529
2.12,Ideal,H,SI2,61.4,57,8.28,8.24,5.07,12284
0.7,Very Good,E,VS1,62.2,57,5.63,5.68,3.52,3063
0.67,Very Good,F,VS2,63.2,60,5.55,5.5,3.49,2171
1.51,Fair,H,SI1,55.8,61,7.72,7.63,4.28,7509
0.57,Ideal,F,IF,61.3,56,5.32,5.36,3.28,2656
0.73,Ideal,G,VVS2,61.3,57,5.84,5.81,3.57,2869
1.51,Premium,G,SI2,62.4,57,7.35,7.29,4.57,7695
2.19,Premium,I,SI2,60.8,60,8.38,8.34,5.08,15169
1.23,Premium,I,VS2,61.7,58,6.87,6.85,4.23,5622
1.5,Premium,E,VS2,62.3,60,7.27,7.2,4.51,14179
2.12,Very Good,F,SI2,60.6,58,8.27,8.32,5.03,17694
0.7,Very Good,G,VS1,61.7,59,5.66,5.69,3.5,2676
1.53,Premium,E,SI1,60.8,60,7.51,7.43,4.54,12499
1.5,Very Good,F,VS2,59.7,56,7.42,7.46,4.44,13537
0.9,Very Good,E,VS2,63.4,59,6.19,6.11,3.9,3894
1.76,Premium,G,VS2,61.5,58,7.78,7.74,4.77,16879
1.5,Ideal,G,SI2,63,57,7.31,7.2,4.57,6720
1.01,Very Good,H,SI1,63.3,58,6.4,6.37,4.04,4642
0.71,Ideal,H,VS1,61.6,57,5.74,5.79,3.55,2175
0.7,Ideal,G,SI2,61.8,53,5.73,5.69,3.53,2480
2.09,Premium,H,SI2,62.1,58,8.22,8.17,5.09,17156
2.03,Fair,G,SI2,64.9,59,7.85,7.99,5.14,14687
1.01,Good,H,VS2,64.3,58,6.27,6.2,4.01,4489
1.02,Very Good,E,VS2,62.5,57,6.36,6.41,3.99,6816
1.03,Fair,E,SI2,65.3,59,6.3,6.25,4.1,3876
1.2,Premium,G,VVS2,62.8,59,6.72,6.65,4.2,10053
1.52,Very Good,G,VS2,61.9,56,7.28,7.39,4.54,13161
0.74,Premium,H,VS2,59.9,57,5.91,5.87,3.53,2485
1.01,Premium,G,VVS2,62.4,59,6.37,6.32,3.96,7466
0.71,Ideal,I,VS2,62.2,55,5.71,5.73,3.56,2681
1.03,Very Good,I,VS1,62.9,53,6.45,6.5,4.07,5455
1.5,Premium,F,VS2,61.1,59,7.37,7.35,4.5,11255
1.5,Ideal,G,SI1,62.8,54,7.31,7.29,4.58,11572
1.6,Premium,G,VVS2,60.6,60,7.57,7.51,4.57,16215
0.92,Premium,J,SI1,62.9,58,6.22,6.18,3.9,2858
1.52,Ideal,F,VS2,62.8,55,7.37,7.28,4.6,14038
2.08,Ideal,I,SI2,62,56,8.21,8.1,5.06,11886
1.05,Ideal,E,SI1,62.1,57,6.48,6.5,4.03,5436
1.08,Ideal,G,VS2,62.1,57,6.57,6.54,4.07,5661
1.52,Ideal,J,VVS2,62.6,58,7.32,7.34,4.59,9541
0.7,Ideal,D,VS1,62.9,57,5.67,5.61,3.55,3229
0.72,Ideal,I,VVS2,61.2,59,5.75,5.79,3.53,2452
1.02,Premium,D,SI2,62.8,55,6.46,6.38,4.03,5055
0.77,Premium,D,VS2,61.3,60,5.92,5.89,3.62,3428
1.01,Premium,G,SI2,60.6,59,6.49,6.41,3.91,3981
1.72,Premium,G,VS2,61.1,58,7.73,7.69,4.71,15946
2.01,Very Good,G,SI1,63.1,59,8.03,7.98,5.05,18741
1.39,Premium,G,SI1,61.3,59,7.15,7.24,4.41,7848
2.33,Premium,H,I1,60.7,58,8.64,8.56,5.22,8220
1.5,Fair,E,SI2,66.3,60,7.09,7.02,4.68,10080
2.01,Ideal,H,VS2,63,55,8.03,7.97,5.04,15395
1.07,Ideal,F,SI1,62.3,53,6.57,6.59,4.1,6049
2,Ideal,F,SI2,61.6,57,8.16,8.1,5.01,13351
1.02,Ideal,F,VS1,61,56,6.52,6.49,3.97,8157
1.5,Good,H,VS1,64.2,56,7.3,7.09,4.62,8749
0.53,Good,F,VVS2,62.5,65,5.11,5.17,3.21,2281
1.51,Ideal,I,VS2,62.6,56,7.32,7.27,4.57,9234
1.59,Ideal,G,VVS2,60.6,59,7.53,7.59,4.58,15843
1.33,Premium,I,VS1,61.5,58,7.02,7.06,4.33,6963
0.9,Ideal,D,SI1,62.7,56,6.18,6.16,3.87,4612
0.76,Premium,D,VS2,61.7,59,5.87,5.9,3.63,3581
1.03,Ideal,G,VS1,61.8,56,6.46,6.51,4.01,7880
2.31,Premium,H,SI2,59.2,61,8.65,8.57,5.1,13831
1.11,Premium,F,VS1,62.8,56,6.62,6.57,4.14,7310
1.08,Very Good,E,SI2,62.9,59,6.44,6.53,4.08,5018
1.07,Very Good,H,VS2,61.5,57,6.57,6.63,4.06,5254
1.31,Premium,I,VS2,61.9,59,7.02,6.98,4.33,6438
2,Premium,H,SI1,62,56,8.05,7.94,4.96,15096
0.9,Premium,J,VS2,59.8,62,6.24,6.21,3.72,2863
1.61,Ideal,H,VS2,61.8,56,7.48,7.52,4.63,13873
1.51,Premium,F,SI1,62.2,58,7.32,7.27,4.54,11374
1.53,Premium,H,SI1,59.5,59,7.53,7.46,4.46,10398
1.51,Premium,G,VS2,62.5,59,7.34,7.28,4.57,12872
0.71,Ideal,G,SI1,62.2,56,5.75,5.69,3.56,2386
0.92,Premium,H,SI1,62.2,58,6.19,6.23,3.86,3675
1.24,Ideal,E,VS2,62,57,6.87,6.9,4.27,9240
0.78,Premium,I,SI1,61.9,58,5.93,5.87,3.65,2387
1,Premium,F,SI1,59.7,60,6.48,6.51,3.88,4851
2.1,Very Good,J,VS2,61.3,59,8.21,8.27,5.05,14229
1.39,Premium,E,SI2,62.7,58,6.99,7.11,4.42,7311
0.7,Premium,H,VVS2,62.1,58,5.66,5.71,3.53,2513
0.79,Premium,E,VVS1,62.8,60,5.89,5.8,3.67,4490
1.51,Good,G,VS1,62.4,59,7.25,7.28,4.53,13515
1.12,Ideal,G,VS1,61.6,55,6.69,6.72,4.13,7716
0.96,Ideal,J,VS2,61.5,57,6.32,6.36,3.9,3326
1.02,Very Good,F,SI1,62.2,56,6.39,6.43,3.99,5222
0.71,Ideal,H,VVS1,62,57,5.71,5.75,3.55,2739
1.01,Very Good,E,SI1,63.4,60,6.34,6.3,4.01,5226
1.29,Ideal,F,SI2,61.9,55,6.95,7.01,4.32,7126
2.22,Ideal,G,SI2,62.6,57,8.35,8.29,5.21,14637
1,Premium,G,SI2,62.2,59,6.39,6.35,3.96,4480
1.21,Very Good,H,SI1,62.4,58,6.83,6.79,4.25,5826
1.51,Very Good,H,SI2,60.4,59,7.27,7.3,4.4,7723
1.57,Premium,H,SI1,62.2,61,7.38,7.32,4.57,10149
0.97,Ideal,G,SI2,62.7,57,6.31,6.28,3.95,4101
0.72,Ideal,H,VS1,61.6,55,5.76,5.8,3.56,3133
1.02,Premium,G,VS2,62.7,58,6.4,6.45,4.03,6058
1.07,Ideal,E,VS2,61.9,56,6.55,6.58,4.06,9177
1.57,Ideal,J,VS2,62.3,54,7.5,7.49,4.67,8363
1.5,Premium,I,SI1,62,62,7.35,7.3,4.54,8736
0.93,Good,G,SI2,64.5,56.3,6.08,6.14,3.94,3425
1.01,Ideal,F,VS1,61.3,57,6.44,6.47,3.96,7465
1.15,Premium,G,VS1,63,60,6.68,6.6,4.18,7032
1.01,Very Good,E,SI2,61.8,56,6.42,6.5,3.99,4355
1.11,Premium,H,SI2,61.6,60,6.67,6.6,4.09,4662
0.72,Premium,F,SI1,61.7,59,5.74,5.7,3.53,2492
1.01,Premium,F,SI2,62.2,59,6.41,6.38,3.98,5096
1.5,Very Good,I,VS1,63.3,54,7.26,7.33,4.62,11879
0.71,Fair,F,SI1,62.6,57,5.73,5.68,3.57,2088
1.51,Premium,I,SI1,61.8,60,7.23,7.3,4.49,7989
1.43,Fair,E,SI1,65.1,56,7.1,7.03,4.61,7928
1.24,Ideal,J,VS2,62.8,56,6.83,6.8,4.28,5451
0.9,Very Good,F,SI2,61.6,56,6.22,6.29,3.85,3601
2,Good,G,SI1,59.1,61,8.14,8.18,4.82,17930
1.05,Very Good,E,VS2,61.6,58,6.48,6.53,4.01,6803
1.02,Premium,F,SI2,62.5,58,6.4,6.47,4.02,3686
1.29,Ideal,D,VS1,62.4,55,6.93,6.99,4.34,13485
1.14,Ideal,H,VS2,61.6,56,6.72,6.68,4.13,5937
1.02,Very Good,H,VS1,63.1,57,6.38,6.44,4.04,5977
1.01,Good,F,SI1,60.5,64,6.48,6.45,3.91,4989
1.73,Very Good,G,VVS2,62.6,55,7.66,7.76,4.83,18211
1.52,Premium,H,VS1,61.4,58,7.3,7.44,4.55,11516
1.46,Premium,H,SI2,61.4,59,7.3,7.26,4.47,7604
1.01,Premium,F,VS2,60.9,58,6.47,6.41,3.92,6446
0.92,Very Good,J,SI1,62.6,58,6.18,6.22,3.88,3170
0.56,Ideal,E,VVS1,62.1,56,5.28,5.29,3.28,2750
0.55,Good,F,IF,60.8,60,5.26,5.36,3.23,2266
1.39,Ideal,E,VS2,60.8,57,7.24,7.21,4.39,11726
2.01,Good,J,SI1,64.3,54,8.05,7.95,5.14,8104
1.01,Premium,H,VS2,61.2,59,6.45,6.47,3.95,4959
1.15,Ideal,H,SI2,62.5,58,6.65,6.69,4.17,5306
1.21,Premium,F,VS2,62.2,60,6.75,6.72,4.19,9419
1.01,Premium,H,SI1,61.9,59,6.35,6.32,3.92,4191
1.52,Ideal,F,VS1,62.2,55,7.29,7.41,4.57,16055
0.8,Very Good,D,IF,63.3,57,5.85,5.87,3.71,6834
2.01,Premium,I,VS1,62.9,59,8.03,7.94,5.02,18206
0.83,Premium,F,VS2,60.2,60,6.04,6.09,3.65,3557
